longitude,latitude,median_income,median_house_value
-118.42,34.04,4925,409800
-118.43,34.04,4583.3,427500
-118.39,34.05,4028.3,412500
-118.39,34.05,4015.3,460000
-118.39,34.04,5595.1,461300
-118.38,34.04,2296.1,207700
-118.38,34.04,2722.6,254200
-118.38,34.04,6289.5,340400
-118.38,34.04,2043.7,309100
-118.38,34.04,3406.2999999999997,271600
-118.39,34.04,4125,237500
-118.39,34.04,4738.6,340400
-118.39,34.04,3903.8,308300
-118.39,34.03,3222.7999999999997,232500
-118.39,34.03,3057.4,319400
-118.4,34.03,3222.2,319400
-118.4,34.03,6566.9000000000005,372800
-118.41,34.03,2841.8,327300
-118.4,34.02,3116,300000
-118.4,34.02,2413.5,184400
-118.41,34.03,3164.2000000000003,366700
-118.41,34.02,3502.2000000000003,281300
-118.41,34.02,3096.5,320000
-118.39,34.03,3141.5,55000
-118.4,34.03,3405.8,275000
-118.38,34.03,2934.4,222100
-118.39,34.03,3720.6,230900
-118.37,34.04,3182.7000000000003,202800
-118.37,34.04,2767,143000
-118.38,34.03,2640.2000000000003,185700
-118.37,34.04,2250,333300
-118.37,34.04,4078.1,289400
-118.42,34.03,5086.5999999999995,427300
-118.43,34.03,5209.9000000000005,373600
-118.43,34.03,3230.7999999999997,340800
-118.43,34.03,3187.5,372700
-118.42,34.03,3354.2000000000003,344200
-118.44,34.03,3239.6,352400
-118.43,34.03,3646.7,346700
-118.44,34.03,3625,357600
-118.44,34.03,4243.4000000000005,331000
-118.44,34.03,3125,343800
-118.45,34.03,3348.2,318100
-118.45,34.03,4023.1,353900
-118.44,34.03,4241.1,350900
-118.44,34.02,6258.3,386000
-118.44,34.01,4579.5,400000
-118.44,34.01,5170.8,418800
-118.45,34.01,5866.6,440100
-118.45,34.01,6351.6,354300
-118.45,34.01,6475.5,405800
-118.43,34.01,5340.3,489800
-118.44,34.02,6291.7,465700
-118.42,34.03,4527.8,374300
-118.41,34.03,3601.9,463600
-118.42,34.02,3648.8,340800
-118.42,34.02,4967.6,414100
-118.42,34.02,3194.1000000000004,394700
-118.42,34.02,2240.2000000000003,450000
-118.41,34.02,3346.2000000000003,307000
-118.42,34.02,3174.6,348800
-118.42,34.02,3426.8999999999996,301900
-118.41,34.02,3725,310000
-118.41,34.02,3395.5,225000
-118.41,34.02,3083.2999999999997,315500
-118.42,34.01,4708.3,420100
-118.42,34.01,3566.7,394000
-118.43,34.01,2697,412500
-118.43,34.01,6423.2,446600
-118.44,34.01,6080.4,420000
-118.44,34,2599,362200
-118.44,34,4750,355800
-118.45,34,4700,334700
-118.44,34,3875,321300
-118.43,34,3399.5,324000
-118.44,34,3157.9,243100
-118.44,34,4108.3,324300
-118.42,34.01,3099,335400
-118.42,34.01,3661.1,344200
-118.42,34,3979.8,458600
-118.43,34,2705.8,310900
-118.46,34.01,5642.8,343100
-118.46,34,2918,345600
-118.46,34,5166.4000000000005,326700
-118.46,34,4734.4,346900
-118.46,34.01,4281.3,297200
-118.47,34,2714.3,287500
-118.47,34,2288,263500
-118.46,34,2354.2000000000003,235700
-118.47,33.99,2841.7,321400
-118.47,34,2604.2000000000003,305800
-118.47,33.99,2071.4,300000
-118.47,33.99,2593.7999999999997,285000
-118.47,33.99,2147.1,239300
-118.51,33.98,2341.7,425000
-118.48,33.99,2552.2999999999997,387500
-118.47,33.99,3015,414300
-118.47,33.99,3068.2,412500
-118.47,33.99,2851.4,358700
-118.47,33.99,3407.1,267500
-118.5,33.97,2264.3,350000
-118.45,33.99,4186.0999999999995,363200
-118.46,33.99,3523.4,334700
-118.46,33.99,4059.8,335900
-118.46,34,3645.8,325800
-118.46,34,3875,372000
-118.45,34,4450,348300
-118.45,34,3962,345800
-118.45,34,4575,326700
-118.45,33.99,2972.2,325000
-118.45,33.99,3160.7,339000
-118.46,33.99,3199.2,303800
-118.46,33.99,4337,360600
-118.46,33.98,5212.1,466700
-118.45,33.99,4567.3,343100
-118.45,33.99,6067.2,420800
-118.4,34,5808.3,321800
-118.41,34,2839.3,272000
-118.41,34,3191,271200
-118.41,34,2933.8,276300
-118.42,34,3160.2999999999997,287500
-118.42,33.99,3725,284600
-118.43,33.99,4328.1,324000
-118.43,33.98,7542.6,351700
-118.43,33.99,2666.7000000000003,320000
-118.43,33.99,4018.900000000001,302900
-118.42,33.99,4422.799999999999,366900
-118.42,33.98,3666.7,450000
-118.43,33.99,4875,301300
-118.44,33.99,4333.3,303900
-118.41,33.99,1198.5,215000
-118.42,33.99,4089.3,248900
-118.42,33.99,4552.1,263800
-118.41,34,2715.3,265500
-118.41,33.99,3653.8,276100
-118.4,33.99,2825,276700
-118.41,33.98,3972.7,307200
-118.39,33.97,6267.299999999999,357200
-118.38,33.97,7489.7,362600
-118.39,33.97,6235,361400
-118.39,33.97,5133.3,345900
-118.39,33.97,6577.8,350800
-118.39,33.96,5814.3,340700
-118.39,33.96,3625,329400
-118.36,33.98,3092.7,316000
-118.37,33.98,4343.8,331800
-118.37,33.97,3388.9,285700
-118.41,33.97,6133.3,387200
-118.41,33.97,5594.1,363500
-118.4,33.96,6819.7,363600
-118.41,33.96,6028.6,356000
-118.41,33.97,6202.200000000001,365900
-118.41,33.97,4617.6,352300
-118.42,33.97,4937.5,365200
-118.42,33.96,5618,365900
-118.43,33.96,6198.5,422000
-118.42,33.96,5071.4,356100
-118.43,33.96,5106.4,283200
-118.4,33.97,5616.9000000000005,411200
-118.4,33.98,5985.5999999999995,432100
-118.4,33.98,5611,456600
-118.4,33.97,7595.3,434800
-118.4,33.97,4636.4,456300
-118.4,33.97,5954.4,377200
-118.4,33.96,5673.2,330700
-118.37,33.97,5726,287800
-118.38,33.97,6019,294500
-118.38,33.96,4692.3,299000
-118.38,33.95,3270.7999999999997,400000
-118.38,33.95,2583.2999999999997,187500
-118.37,33.95,3111,247600
-118.4,33.96,4185.2,303300
-118.41,33.96,3979.2,266700
-118.41,33.96,4147.1,284400
-118.41,33.94,4737.5,289600
-118.28,33.92,2187.5,175900
-118.28,33.91,2654.6,159600
-118.29,33.9,4463.5999999999995,162000
-118.29,33.91,3837.2,156400
-118.29,33.91,2474.1,151200
-118.29,33.92,2736.8,162800
-118.28,33.88,2661.7999999999997,179700
-118.29,33.88,4317,232800
-118.29,33.88,2906.2999999999997,184100
-118.29,33.89,3590,200600
-118.29,33.87,4381,238700
-118.3,33.86,5172.7,230200
-118.3,33.86,4979.2,251300
-118.29,33.85,1904.9,222200
-118.31,33.84,2649.1,216700
-118.3,33.84,4722.2,239600
-118.3,33.84,4919.6,232400
-118.3,33.85,2394.2000000000003,200000
-118.3,33.83,3185.1,240200
-118.3,33.83,3547.2999999999997,226300
-118.31,33.83,2961.9,223400
-118.3,33.82,2613.6,213600
-118.3,33.82,2810.6,184400
-118.3,33.82,2636.8,175900
-118.3,33.81,5322,282700
-118.3,33.8,5310.6,268300
-118.31,33.8,3125,233300
-118.3,33.79,3005.7,235300
-118.3,33.79,2915.4,203300
-118.3,33.79,3163,224200
-118.3,33.78,4620.7,304100
-118.26,33.8,3177.9,171100
-118.25,33.8,3350,163100
-118.26,33.79,5500,181500
-118.25,33.79,2375,128000
-118.24,33.8,3616.1,131300
-118.23,33.8,1333.3,187500
-118.27,33.8,3350,177700
-118.27,33.79,3161.3,182300
-118.27,33.79,3392.9,184600
-118.28,33.8,4000,165500
-118.28,33.79,4381.5999999999995,191300
-118.28,33.79,3300.9,168000
-118.28,33.78,3201.1,169100
-118.29,33.79,2000,165400
-118.29,33.79,3342.7,154200
-118.3,33.79,2500,157500
-118.3,33.8,3139.2000000000003,146200
-118.27,33.79,2937.5,174000
-118.26,33.78,2045.7999999999995,174500
-118.27,33.79,2144.7,158700
-118.27,33.79,2846.2000000000003,172000
-118.25,33.79,2714.3,138100
-118.25,33.79,2730.7999999999997,150400
-118.25,33.79,1920.8,139800
-118.26,33.78,1992.3,164700
-118.26,33.79,3548.8,205600
-118.23,33.78,2558.8,350000
-118.26,33.78,2095.6,154700
-118.25,33.78,1444.4,182100
-118.24,33.78,2250,152300
-118.26,33.78,2131.1,163100
-118.26,33.77,2454.5,164200
-118.27,33.77,1996.4,150600
-118.27,33.78,2526.2,167300
-118.28,33.78,3211.5,160100
-118.27,33.77,1536.9,141300
-118.27,33.76,3125,112500
-118.3,33.77,2957.1,346200
-118.3,33.76,5776.4,290500
-118.28,33.77,2906.2999999999997,146900
-118.28,33.75,2450,186800
-118.28,33.75,1839.3,187500
-118.28,33.74,1539.4,200000
-118.28,33.75,1227.6,208300
-118.28,33.74,759.1,350000
-118.3,33.75,4230.8,416100
-118.3,33.76,5126.9,285200
-118.3,33.75,5661.1,265600
-118.3,33.75,4625,273400
-118.3,33.74,4467.1,270800
-118.31,33.74,4507.4,350000
-118.31,33.74,4347.2,351200
-118.29,33.75,2579.5,192400
-118.3,33.75,3505.6,203100
-118.29,33.75,2703.1,218900
-118.29,33.74,2147.3,195300
-118.29,33.74,2218.7999999999997,306700
-118.29,33.74,2750,238300
-118.29,33.74,2032.9,225800
-118.29,33.73,2575.8999999999996,225000
-118.29,33.73,2138.2,242300
-118.29,33.73,3361.6000000000004,268500
-118.3,33.73,2745.1,255400
-118.3,33.74,2938.6,260500
-118.31,33.73,5087.4,368500
-118.31,33.73,5249,351900
-118.3,33.74,3916.7,285200
-118.3,33.73,4194,293900
-118.31,33.73,4205.9,350000
-118.28,33.74,1858.4,248100
-118.28,33.73,2046.9,234500
-118.28,33.73,2193.5,243200
-118.28,33.73,1916.7,227200
-118.29,33.73,2713.9,231700
-118.29,33.72,3193.2,257500
-118.3,33.72,3447.4,253400
-118.3,33.72,3339.7000000000003,267800
-118.3,33.73,3569.4,276400
-118.31,33.73,4181.2,321500
-118.31,33.72,4145.1,326700
-118.33,33.69,4721.5999999999995,311900
-118.31,33.73,5453.299999999999,409800
-118.33,33.72,6424.5999999999995,446700
-118.29,33.71,3759.6,300000
-118.31,33.67,5307.4000000000005,401900
-118.3,33.72,6202.8,361500
-118.29,33.71,3107.1,464300
-118.29,33.71,4250,332800
-118.29,33.71,4560.6,303800
-118.29,33.72,3274,254300
-118.29,33.72,3510.9,225000
-118.28,33.68,3728.2,287500
-118.23,34.24,7642,396400
-118.23,34.23,6000,367100
-118.24,34.24,7146.3,394100
-118.24,34.24,7585,380100
-118.23,34.22,4548.6,361000
-118.24,34.23,5347.299999999999,352700
-118.24,34.23,6010,254200
-118.24,34.23,5102.8,292100
-118.25,34.23,4166.7,271200
-118.25,34.25,4935.5,336900
-118.25,34.23,4685.2,296200
-118.26,34.24,6187.299999999999,312100
-118.26,34.24,6627.7,344400
-118.26,34.24,5708.3,329500
-118.26,34.24,4482.1,271900
-118.25,34.23,4408.299999999999,217700
-118.25,34.22,5536.2,301200
-118.25,34.23,5086.2,261300
-118.26,34.23,4575.9,209200
-118.26,34.23,7558.2,263700
-118.26,34.23,5430.6,326600
-118.22,34.21,3570.7,341700
-118.23,34.21,3517.3999999999996,268000
-118.23,34.21,3328.7,273400
-118.23,34.21,2546.3,200000
-118.23,34.21,3414.8,234800
-118.24,34.22,3453.1,263900
-118.24,34.22,4152.3,252000
-118.25,34.22,3806.8,267000
-118.23,34.21,6213,285000
-118.23,34.2,5392.5,317900
-118.23,34.2,3399,306300
-118.24,34.2,5575.5999999999995,309900
-118.24,34.21,3577.7000000000003,245600
-118.24,34.22,5529,241300
-118.27,34.22,7281.2,462200
-118.23,34.18,3687.5,422000
-118.23,34.18,6207,457400
-118.23,34.18,8113.200000000001,446600
-118.22,34.19,3215,331300
-118.22,34.19,4929.700000000001,400000
-118.22,34.19,3977.7,409800
-118.23,34.17,3578.1,366700
-118.21,34.17,8132.5,472700
-118.21,34.16,5919.9000000000005,420500
-118.19,34.16,6600.9000000000005,375700
-118.2,34.16,6831.7,446100
-118.23,34.16,5171.8,429100
-118.23,34.15,3100.4,257100
-118.23,34.15,5336.9,370400
-118.24,34.16,3333.2999999999997,374300
-118.24,34.16,9582.3,406200
-118.24,34.16,6660.3,380400
-118.25,34.16,4913.5,368100
-118.25,34.17,5124.2,372900
-118.25,34.16,2566.8,280000
-118.26,34.17,3857.6,318600
-118.26,34.16,3148.4,187500
-118.26,34.16,3173.2999999999997,206300
-118.26,34.16,3732.1,351100
-118.27,34.17,5511.8,354700
-118.27,34.16,2914.8,238700
-118.27,34.16,3658.7,321200
-118.28,34.17,5565.8,331200
-118.27,34.17,6913.5,374000
-118.27,34.18,6297.6,498400
-118.28,34.18,7404.6,446800
-118.28,34.18,5318.5,358000
-118.29,34.18,5049,323500
-118.28,34.18,6884,365600
-118.28,34.17,3635.4,256300
-118.29,34.17,2348.2,255400
-118.29,34.17,4325,292600
-118.29,34.18,3697.4,286600
-118.29,34.16,3708.3,241900
-118.29,34.16,4343.8,189800
-118.29,34.17,2900,208300
-118.3,34.17,2601.6,222400
-118.3,34.17,5005.6,162500
-118.29,34.16,3208.2999999999997,238000
-118.3,34.16,3232.1,243600
-118.3,34.16,2834.2000000000003,256800
-118.27,34.16,3011.4,255500
-118.27,34.15,2672.8999999999996,217100
-118.27,34.15,3019.8999999999996,220200
-118.27,34.15,3217.1,230800
-118.27,34.16,3139.7,253700
-118.27,34.16,4343.8,252700
-118.28,34.16,2949.1,257400
-118.26,34.16,3541.7000000000003,177100
-118.26,34.15,3000,178600
-118.26,34.15,2888.3999999999996,252300
-118.26,34.15,2808.8,247500
-118.24,34.16,6940.8,298800
-118.24,34.15,3390.6,284100
-118.24,34.15,3143.5,282600
-118.25,34.15,3687.5,209600
-118.25,34.16,3905.4,200000
-118.24,34.15,3052,209800
-118.24,34.15,2592.4,192900
-118.25,34.15,2847.7999999999997,228100
-118.25,34.15,2262.1000000000004,187500
-118.25,34.15,3044.1,193800
-118.23,34.14,2626.7999999999997,201300
-118.24,34.14,3020.6,219500
-118.24,34.14,2144.4,229000
-118.23,34.15,3028.7999999999997,258300
-118.23,34.14,2916.7000000000003,224300
-118.24,34.14,2462,254000
-118.24,34.14,1912.5,238000
-118.24,34.13,3363.6,257700
-118.24,34.13,5692.1,269000
-118.24,34.15,1730.1,202300
-118.24,34.14,2442.1,222100
-118.25,34.14,1892.9,196900
-118.25,34.14,1823.5,275000
-118.25,34.15,818.5,187500
-118.26,34.14,1541.7,268800
-118.26,34.14,2261.4,248100
-118.27,34.14,3007.4,175000
-118.26,34.14,4108.3,210700
-118.27,34.15,3008,229000
-118.26,34.13,2667.3,218100
-118.26,34.13,2500,207100
-118.26,34.13,1218.8000000000002,218800
-118.26,34.14,2538.8,205000
-118.25,34.14,2160.2000000000003,221900
-118.25,34.14,2506,184500
-118.25,34.13,2541.7000000000003,217500
-118.24,34.13,4027.2,260500
-118.25,34.13,2125,243800
-118.25,34.13,2224.4,255900
-118.25,34.12,2485.6,181300
-118.31,34.22,7126.2,446200
-118.33,34.21,6981,402900
-118.34,34.21,4788.5,302200
-118.29,34.18,3904.1,320400
-118.3,34.19,3508.3,280900
-118.3,34.19,4798.6,326100
-118.3,34.19,4375,332400
-118.31,34.19,3701.5,287900
-118.3,34.19,4904.200000000001,343500
-118.31,34.2,5086.5,349600
-118.32,34.2,6990.9,345300
-118.32,34.2,4988.6,328900
-118.32,34.2,3986.6,294400
-118.33,34.2,3607.1,289000
-118.33,34.2,4363.1,284600
-118.34,34.2,3043.1,262900
-118.34,34.19,2875,192400
-118.36,34.2,2526.7,231800
-118.32,34.2,4375,341200
-118.32,34.19,4173.0999999999995,352100
-118.32,34.19,3017.9,272500
-118.31,34.19,3062.5,361700
-118.32,34.19,3389.7,222700
-118.33,34.2,3105.1000000000004,206500
-118.3,34.18,3097.3,251900
-118.3,34.17,3068.7000000000003,200000
-118.3,34.18,3320.5,172100
-118.31,34.18,3158.7000000000003,181300
-118.31,34.19,2087.5,222700
-118.32,34.18,3017.9,118800
-118.32,34.18,3400,212100
-118.32,34.17,3587.5,250000
-118.32,34.17,5100.799999999999,247100
-118.33,34.17,4239.6,245100
-118.33,34.19,3734.4,222000
-118.33,34.18,4689.8,226000
-118.33,34.19,3138,217000
-118.34,34.19,3140.6,223100
-118.33,34.18,3741.1,235500
-118.33,34.18,3846.2,231300
-118.33,34.18,5697.5,231400
-118.34,34.19,2682.7000000000003,219900
-118.34,34.19,4192.3,231200
-118.34,34.18,3240,226900
-118.34,34.18,2812.5,229900
-118.35,34.19,4031.3,209100
-118.36,34.19,5181.4,209500
-118.35,34.18,4282,224700
-118.35,34.18,3305.6,230400
-118.35,34.17,3558.3,232000
-118.35,34.17,2038.5,225000
-118.35,34.17,4440.8,216000
-118.36,34.17,4074.2,229100
-118.34,34.18,3875,226900
-118.34,34.18,3866.8,232000
-118.34,34.17,4116.1,232500
-118.35,34.16,3201.5,250000
-118.35,34.16,4221.2,293800
-118.35,34.16,5636,267900
-118.33,34.17,2473,251800
-118.33,34.16,3794.1,247800
-118.34,34.17,3212.5,247000
-118.34,34.17,4875,249500
-118.34,34.16,3611.1,254500
-118.34,34.16,3692,244500
-118.33,34.16,3428.6,247900
-118.33,34.15,2366.7,17500
-118.33,34.15,4267.9,331800
-118.34,34.15,3563.7,497400
-118.34,34.15,4089.3,450000
-118.34,34.16,3648.6,246900
-118.32,34.17,4064.8,258800
-118.31,34.16,3211.2,349300
-118.32,34.16,6254.7,366700
-118.32,34.17,2930.6,279300
-118.33,34.16,3401.6000000000004,234600
-118.32,34.16,4317.3,278300
-118.3,34.17,3155.1,205000
-118.31,34.16,3946.4,315000
-118.31,34.17,3182.3,218300
-118.31,34.17,2407.4,219400
-118.43,34.3,4022.3000000000006,146000
-118.43,34.3,3602.3,161800
-118.43,34.29,3121.2,153500
-118.42,34.29,3482.1,160300
-118.43,34.3,1706.2,164600
-118.44,34.29,4686.4,193800
-118.43,34.29,2865,155500
-118.43,34.29,3672.6,154600
-118.43,34.29,3209.5,167000
-118.43,34.28,2372.3999999999996,154200
-118.44,34.29,2028.6,122900
-118.44,34.29,3158.7999999999997,160100
-118.45,34.29,2337.5,154200
-118.44,34.28,1770.8,138800
-118.44,34.28,2875,162500
-118.44,34.28,1968.8,144100
-118.44,34.28,3368.7,151700
-118.44,34.28,2514.7,137100
-118.45,34.28,2715.5,149800
-117.71,34.15,7906.799999999999,349100
-117.73,34.12,6173.0999999999995,293800
-117.78,34.13,5881.9,260500
-117.76,34.13,7483.7,358700
-117.8,34.15,5542.3,248700
-117.8,34.11,4796.9,211700
-117.8,34.1,3560.2999999999997,174600
-117.8,34.1,6245.5999999999995,161700
-117.79,34.12,4812.5,224500
-117.79,34.11,4472.2,215600
-117.83,34.14,6525.299999999999,349900
-117.83,34.15,8068.300000000001,451500
-117.82,34.13,6132.1,309700
-117.84,34.13,4693.7,198000
-117.87,34.15,8282.7,451400
-117.93,34.15,4039.3,156800
-117.9,34.15,3394.2000000000003,212800
-117.9,34.14,3836.5,184200
-117.9,34.14,3304.3,155500
-117.91,34.14,2244.2000000000003,166700
-117.89,34.14,3365.4,222100
-117.88,34.14,7511.2,355500
-117.88,34.14,3875,186700
-117.88,34.13,4002.3,185500
-117.85,34.14,6104.9,297200
-117.85,34.14,4909.0999999999995,275000
-117.86,34.14,6208.9,283400
-117.87,34.15,5422.4,269500
-117.86,34.14,3190.5,235300
-117.87,34.14,2937.5,209200
-117.85,34.13,4314.5,233000
-117.85,34.12,3044.7999999999997,192100
-117.86,34.13,4636,245500
-117.86,34.13,2588,209500
-117.86,34.13,3410.7,170800
-117.87,34.13,3421.9,194500
-117.87,34.13,3120,194300
-117.82,34.12,5270,209400
-117.84,34.12,4830.4,228900
-117.83,34.11,4984.4,203000
-117.84,34.11,4889.4000000000005,191700
-117.84,34.12,4392,187600
-117.85,34.11,4570.8,223000
-117.81,34.08,7787.6,348900
-117.81,34.12,4822.9,192600
-117.81,34.11,3620.1,150400
-117.81,34.1,3892.9,144600
-117.83,34.1,4075,231100
-117.76,34.1,2621,202200
-117.78,34.09,3717.7,177200
-117.79,34.1,3519.2000000000003,190500
-117.76,34.12,4241.5,275700
-117.77,34.12,4460.9,230000
-117.76,34.11,3982.5,180500
-117.77,34.1,2881.8,167200
-117.77,34.11,3750,180900
-117.78,34.11,3073.5,212300
-117.74,34.11,5363.7,214700
-117.75,34.12,4314.8,240700
-117.74,34.1,2677.9,136000
-117.74,34.1,3507.2000000000003,121900
-117.75,34.1,3275.6,156800
-117.71,34.12,5678.5,239500
-117.73,34.12,6208.9,261800
-117.71,34.1,2281.2999999999997,125000
-117.71,34.1,1875,212500
-117.72,34.1,3147.7,291200
-117.72,34.1,2495.2000000000003,181800
-117.72,34.1,5500,289700
-117.73,34.1,5889.1,226000
-117.71,34.09,4173.9,158700
-117.71,34.08,4263.9,154200
-117.72,34.09,3256.6000000000004,151800
-117.72,34.09,3795.8,152500
-117.73,34.09,2437.5,112100
-117.73,34.09,3531.2999999999997,117800
-117.73,34.08,2906.2999999999997,115200
-117.74,34.09,3487.1,136400
-117.75,34.08,3635.9,135100
-117.75,34.08,4036.8,139100
-117.75,34.09,4214.299999999999,146900
-117.76,34.08,2938.8,139200
-117.77,34.08,6043.4000000000005,214800
-117.77,34.07,2866.1,124000
-117.77,34.07,3063.8,113600
-117.75,34.07,2630,127300
-117.76,34.07,2315.6,109800
-117.76,34.07,2859.4,127200
-117.76,34.06,1993.7,103600
-117.76,34.06,1958.3,92600
-117.77,34.06,1976.6,108000
-117.78,34.07,3978.4,113500
-117.78,34.06,2225.8,114800
-117.79,34.07,3758.3,116300
-117.79,34.07,3793.3,116100
-117.78,34.06,2446.4,128700
-117.78,34.05,3922.4,131300
-117.8,34.05,4111.799999999999,125900
-117.8,34.06,3629.8,108500
-117.82,34.05,3164.1,117300
-117.76,34.06,2227,91900
-117.76,34.05,1902.9,98000
-117.75,34.05,1664.5,93300
-117.76,34.05,2385.9,116200
-117.74,34.08,3439.8,134300
-117.74,34.07,3029.4,135700
-117.74,34.06,2898.2999999999997,129200
-117.74,34.07,4241.5,140100
-117.75,34.07,5226.9,161000
-117.75,34.07,1600.6,146200
-117.72,34.08,3248.1,128800
-117.72,34.07,3732.1,134200
-117.73,34.08,3843.8,130800
-117.73,34.07,4133.9,135000
-117.72,34.06,1964.3,113200
-117.73,34.06,3178.6,117800
-117.73,34.06,1406.3000000000002,98800
-117.73,34.07,2340.6,122600
-117.73,34.07,2259.6,119400
-117.73,34.05,2892.9,118100
-117.73,34.05,2073.4,113300
-117.74,34.05,2625,94300
-117.74,34.05,2135.4,110700
-117.74,34.05,2114.1,110900
-117.75,34.05,1971.8,110600
-117.73,34.04,3150,129700
-117.73,34.03,3037.5,118100
-117.74,34.02,3745.4,116400
-117.74,34.04,3042.9,129600
-117.74,34.03,3460.9,123300
-117.75,34.04,3125,113600
-117.76,34.04,2834.7000000000003,115800
-117.76,34.04,3446.4,113000
-117.85,34,5651.3,227900
-117.86,33.99,6387.5,310700
-117.8,34.03,6238.4000000000005,247600
-117.78,34.03,6019.0999999999995,253900
-117.83,34.01,5011.0999999999995,212900
-117.8,34.02,5086.9,230600
-117.81,34.01,4958.9,282100
-117.79,34.02,6426.5999999999995,315600
-117.84,34,6875.8,253800
-117.83,33.99,6273.4,267000
-117.84,33.98,6107.5999999999995,221200
-117.83,33.97,7032.9,368300
-117.87,34.04,6628.8,339700
-117.86,34.02,5971.5999999999995,262100
-117.86,34.01,5176.2,264400
-117.87,34.02,6433.3,271500
-117.84,34.04,6975.4,402500
-117.85,34.06,7528.6,462700
-117.85,34.08,8105,386200
-117.86,34.08,7519.6,380900
-117.87,34.08,5601.5,267200
-117.87,34.07,3816.7,258700
-117.85,34.1,4510,189900
-117.86,34.09,5549.5999999999995,218200
-117.85,34.09,6466.700000000001,263900
-117.86,34.09,6149.8,239100
-117.87,34.1,3775,191700
-117.87,34.09,3648.4,189600
-117.88,34.1,4268.5,216600
-117.89,34.09,5562.9,188300
-117.87,34.09,5240.5,220000
-117.87,34.08,3246.9,206900
-117.88,34.09,3510.9,186000
-117.86,34.1,3597.7000000000003,180600
-117.86,34.1,5083.2,196900
-117.87,34.1,3875,173300
-117.84,34.1,3846.5,180700
-117.85,34.11,3113.3,180600
-117.87,34.12,4245.4,183800
-117.88,34.12,5170.8,158500
-117.88,34.12,4041.7,178000
-117.87,34.12,3857.1,174500
-117.87,34.11,4655.5999999999995,199600
-117.87,34.11,4523.4,192200
-117.88,34.11,4141.0999999999995,182700
-117.89,34.12,4923.9,168800
-117.88,34.12,4093.8,165300
-117.89,34.11,4522.1,151300
-117.88,34.11,3238.3,157000
-117.89,34.12,3993.4,141900
-117.89,34.12,4050,141300
-117.89,34.11,3687.5,140200
-117.9,34.11,4201.9000000000005,140100
-117.88,34.13,2854.7,155600
-117.88,34.12,4183.6,164300
-117.89,34.13,4199.5,147400
-117.9,34.13,2661.9,117600
-117.9,34.13,2629.2,136100
-117.9,34.13,1500,139800
-117.9,34.13,3159.7,133000
-117.9,34.12,2662.9,124100
-117.9,34.12,4052.9,138200
-117.9,34.12,3332.2,151400
-117.91,34.13,2213.2000000000003,138500
-117.92,34.13,2864.3,132600
-117.91,34.12,3784.6,145500
-117.91,34.12,4194.4,149500
-117.92,34.12,2945.9,144400
-117.93,34.12,3538.5,134400
-117.9,34.11,2166.7000000000003,142600
-117.91,34.11,3525,153000
-117.92,34.11,3220.2000000000003,126200
-117.94,34.1,3362.5,153400
-117.97,34.11,3041.7000000000003,137500
-117.99,34.08,3562.5,141000
-117.99,34.07,3432.7000000000003,147200
-117.98,34.07,3018.4,139400
-117.98,34.07,2910.7,152500
-117.99,34.06,2564,145800
-118,34.07,2250,138500
-117.99,34.07,2491.1,145900
-117.99,34.08,2890.6,134800
-117.97,34.08,3080.6,142400
-117.97,34.08,3326.1,164100
-117.96,34.07,3773.6,158400
-117.97,34.07,3200,157100
-117.97,34.07,2780.2,162500
-117.98,34.08,3478.4,152200
-117.98,34.1,3772.7,159700
-117.98,34.09,3500,161300
-117.97,34.09,4130.4,160500
-117.95,34.11,3103.4,140800
-117.96,34.1,3295.7000000000003,141600
-117.97,34.1,2971.2000000000003,143900
-117.97,34.1,4000,160100
-117.96,34.09,3442.7,160800
-117.96,34.09,3162.1,131000
-117.96,34.1,3226.6,141800
-117.97,34.09,3403.2,143400
-117.95,34.09,2837.5,166500
-117.95,34.08,3125,154100
-117.95,34.09,2851,140600
-117.96,34.08,2267.9,151800
-117.96,34.08,3191.2,159900
-117.96,34.08,3974.1,173100
-117.94,34.09,2106.2,176700
-117.94,34.08,4465.3,195400
-117.94,34.08,4064,201200
-117.94,34.08,4870,187700
-117.95,34.08,3296.9,189000
-117.95,34.07,4117.200000000001,176500
-117.93,34.09,3986.1,163900
-117.93,34.09,4206.2,161300
-117.93,34.09,4016.7,165500
-117.93,34.09,4462.5,154200
-117.92,34.08,3870.5,191900
-117.92,34.08,4131.2,185200
-117.93,34.07,3397.7,188800
-117.93,34.08,4507.799999999999,187100
-117.93,34.08,3958.3,206000
-117.93,34.08,4394.700000000001,197000
-117.93,34.08,4125,185800
-117.91,34.08,3662.5,217100
-117.91,34.08,3579.5,186900
-117.92,34.08,4298.6,189600
-117.92,34.08,3553.6,207000
-117.92,34.08,5703.9,199400
-117.91,34.1,3281.2999999999997,181100
-117.91,34.09,3044.1,185400
-117.92,34.09,5012.3,165700
-117.92,34.1,4375,150500
-117.9,34.1,3708.3,166000
-117.91,34.1,4250,166700
-117.92,34.1,4005.2,160700
-117.89,34.1,2943.7000000000003,180400
-117.89,34.1,3830.4,175900
-117.89,34.1,3125,168600
-117.9,34.1,4565.5,176600
-117.9,34.09,4125,220800
-117.9,34.08,5212,201200
-117.89,34.09,2416.7000000000003,181300
-117.89,34.09,2397.1,188900
-117.89,34.09,3445.3,176700
-117.9,34.09,4340.9000000000005,191800
-117.88,34.08,2776.3,187800
